paper,summ,url,country,allocation,NOCT,involved,tools,relevance,economic,psych,social,health,schooling,means,research_design,employment_effects,size,path
"Baird, Sarah Jane; Mcintosh, Craig; Ozler, Berk. When the money runs out : do cash transfers have sustained effects on human capital accumulation ? (English). Policy Research working paper; no. WPS 7901; Impact Evaluation series; Paper is funded by the Knowledge for Change Program (KCP). Washington, D.C. : World Bank Group. 2016. ","Baird et al (2018) investigates the medium-term effects of a two-year, two-treatment arms cash transfer program to adolescent females in Malawi, where one treated grouped received cash transfers conditional upon school attendance while the other received equal-sized unconditional cash transfers. They found that while unconditional cash transfers led to reduced teen marriages, live births and HIV infections as well as improvements in psychological wellbeing at the end of the program, these effects were not sustained two years after. Their husbands had relatively lower cognitive ability, although their children born during the program had improved HAZ scores. On the other hand, girls receiving conditional cash transfers saw sustained positive effects on school attainment, teenage marriage and pregnancy incidences, and desired fertility. They are also more likely to be matched with husbands who have completed secondary school. There are however no gains in other outcomes such as earnings, consumption, health, empowerment and subjective well-being. ",http://documents.worldbank.org/curated/en/495551480602000373/pdf/WPS7901.pdf,,,,,,Variation in the impact of cash transfer program on outcomes for females,0,0,1,1,1,,,Y,40000,https://raw.githubusercontent.com/3milychu/jfi/master/studentloans/assets/5.jpg
"Randall Akee, William E. Copeland, Emilia Simeonova, Elizabeth Jane Costello. How Does Household Income Affect Child Personality Traits and Behaviors? American Economic Review, 108(3), 775-827. March 2018.","Akee et al (2018) examine the effects of a cash transfers from the distribution of casino profits amongst adult Eastern Cherookee tribe members on child development. They use data from the Great Smoky Mountains Study of Youth to assess the mental health and well-being in children. They find that an increase in unearned household income led to large positive effects on children’s emotional and behavioral health and positive personality trait development, especially amongst children who did not do as well as their peers in these aspects prior to the treatment. They also find that improved parental behavior and familial relationships was likely to be an important channel via which financial well-being may impact child development. ",http://www.nber.org/papers/w21562,,,,,,Impact of improved financial well-being on child development,0,1,1,0,0,,,,40000,https://raw.githubusercontent.com/3milychu/jfi/master/studentloans/assets/3.jpg
"Randall Akee, William E. Copeland, Emilia Simeonova, Elizabeth Jane Costello. How Does Household Income Affect Child Personality Traits and Behaviors? American Economic Review, 108(3), 775-827. March 2018.","Akee et al (2018) examine the effects of a cash transfers from the distribution of casino profits amongst adult Eastern Cherookee tribe members on child development. They use data from the Great Smoky Mountains Study of Youth to assess the mental health and well-being in children. They find that an increase in unearned household income led to large positive effects on children’s emotional and behavioral health and positive personality trait development, especially amongst children who did not do as well as their peers in these aspects prior to the treatment. They also find that improved parental behavior and familial relationships was likely to be an important channel via which financial well-being may impact child development. ",http://www.nber.org/papers/w21562,,,,,,Impact of improved financial well-being on child development,0,1,1,0,0,,,,40000,https://raw.githubusercontent.com/3milychu/jfi/master/studentloans/assets/3.jpg
"Jessica Wiederspan, Elizabeth Rhodes & H. Luke Shaefer. Expanding
the Discourse on Antipoverty Policy: Reconsidering a Negative Income Tax. Journal of Poverty. 2015. ","Wiederspan et al argue that a negative income tax can help fill the gaps in current federal means-tested assistance programs which tend not to be sufficiently large and far-reaching. While past NIT experiments have led to a reduction in labor supply, the effects were not as large as often speculated, and time saved from work was spent on childcare and looking for work. Moreover, those experiments do not measure long-term, general equilibrium effects. They then show that an NIT can be funded using expenditure from existing programs which it potentially replaces, and if the marginal tax rate was chosen carefully. Finally, they assert that a NIT can be made more politically appeasing by appealing to the fact that it coheres with people’s values rather than focusing on the technical policy details, as well as by highlighting the economic and social costs of poverty to society.",https://www.tandfonline.com/doi/abs/10.1080/10875549.2014.991889,,,,,,Presenting the case for implementing a negative income tax - some arguments are applicable to a UBI,1,0,0,0,0,,,,40000,https://raw.githubusercontent.com/3milychu/jfi/master/studentloans/assets/1.jpg
Jacob Bastian and Katherine Michelmore. The Long-Term Impact of the Earned Income Tax Credit on Children’s Education and Employment Outcomes. Journal of Labor Economics. July 2018.,"Bastian and Michelmore examine the long-run impact of an EITC on children who were exposed to EITC variations by using EITC exposure as an instrument for family income. They used data from the 1968 to 2013 waves of the Panel Study of Income Dynamics which captures four decades of variation in EITC. They find that an exogenous shock in income induced by a change in EITC policy increase educational attainment and employment in adulthood, and this is done through increasing pre-tax income. Their reduced-form estimate suggest that an increase of $1000 in EITC exposure increases high school graduation and college graduation by 1.3% and 4.2% respectively for children exposed to the increase when they were between the ages of 13 to 18. It also raises the probability of them being employed by 1.0%. However, EITC exposure had no significant effects on children below the age of 13 conditional upon later exposure.",https://www.journals.uchicago.edu/doi/10.1086/697477,U.S.A.,,,,,,0,0,0,0,1,,,Y,40000,https://raw.githubusercontent.com/3milychu/jfi/master/studentloans/assets/5.jpg
"Handa, S., L. Natali, D. Seidenfeld, G. Tembo and B. Davis. Can Unconditional Cash Transfers
Lead to Sustainable Poverty Reduction? Evidence from two government-led programmes in
Zambia. Innocenti Working Paper 2016-21, UNICEF Office of Research, Florence. 2016.","From 2010 to 2011, the Zambian government launched two unconditional cash transfer pilot programmes. The Child Grant Program (CGP) targeted all households with a child whose age is under three in year 2011 in three poor rural districts, and the Multiple Category Targeted Programme (MCP) was implemented in two rural districts and targeted households with a female or elderly head keeping orphans, or a disabled member, or deemed to be critically vulnerable otherwise. Bimonthly transfers were made to each household irrespective of size, and this entailed a transfer of USD 24 per month in Purchasing Power Parity terms. ITT estimates made 24 months and 36 months into the study in nine domains, namely total consumption, food security, asset holdings, subjective well-being (relative poverty), income and revenues, finance and debt, material needs, schooling and young child anthropometry, show that that both the CGP and the MCP had statistically significant effects in almost all domains except for schooling and young child anthropometry for the CGP, and incomes and revenues after 24 months for the MCP (effects on young child nutrition were not measured for the MCP). A sizeable multiplier effect is observed given that households spent 59 per cent more than the value of the transfer.",https://www.unicef-irc.org/publications/pdf/IWP_2016_21.pdf,Zambia,,,Zambia,,,1,0,1,1,0,,,,40000,https://raw.githubusercontent.com/3milychu/jfi/master/studentloans/assets/4.jpg
"Handa, S., L. Natali, D. Seidenfeld, G. Tembo and B. Davis. Can Unconditional Cash Transfers
Lead to Sustainable Poverty Reduction? Evidence from two government-led programmes in
Zambia. Innocenti Working Paper 2016-21, UNICEF Office of Research, Florence. 2016.","From 2010 to 2011, the Zambian government launched two unconditional cash transfer pilot programmes. The Child Grant Program (CGP) targeted all households with a child whose age is under three in year 2011 in three poor rural districts, and the Multiple Category Targeted Programme (MCP) was implemented in two rural districts and targeted households with a female or elderly head keeping orphans, or a disabled member, or deemed to be critically vulnerable otherwise. Bimonthly transfers were made to each household irrespective of size, and this entailed a transfer of USD 24 per month in Purchasing Power Parity terms. ITT estimates made 24 months and 36 months into the study in nine domains, namely total consumption, food security, asset holdings, subjective well-being (relative poverty), income and revenues, finance and debt, material needs, schooling and young child anthropometry, show that that both the CGP and the MCP had statistically significant effects in almost all domains except for schooling and young child anthropometry for the CGP, and incomes and revenues after 24 months for the MCP (effects on young child nutrition were not measured for the MCP). A sizeable multiplier effect is observed given that households spent 59 per cent more than the value of the transfer.",https://www.unicef-irc.org/publications/pdf/IWP_2016_21.pdf,Zambia,,,Zambia,,,1,0,1,1,0,,,,40000,https://raw.githubusercontent.com/3milychu/jfi/master/studentloans/assets/4.jpg
"Handa, S., L. Natali, D. Seidenfeld, G. Tembo and B. Davis. Can Unconditional Cash Transfers
Lead to Sustainable Poverty Reduction? Evidence from two government-led programmes in
Zambia. Innocenti Working Paper 2016-21, UNICEF Office of Research, Florence. 2016.","From 2010 to 2011, the Zambian government launched two unconditional cash transfer pilot programmes. The Child Grant Program (CGP) targeted all households with a child whose age is under three in year 2011 in three poor rural districts, and the Multiple Category Targeted Programme (MCP) was implemented in two rural districts and targeted households with a female or elderly head keeping orphans, or a disabled member, or deemed to be critically vulnerable otherwise. Bimonthly transfers were made to each household irrespective of size, and this entailed a transfer of USD 24 per month in Purchasing Power Parity terms. ITT estimates made 24 months and 36 months into the study in nine domains, namely total consumption, food security, asset holdings, subjective well-being (relative poverty), income and revenues, finance and debt, material needs, schooling and young child anthropometry, show that that both the CGP and the MCP had statistically significant effects in almost all domains except for schooling and young child anthropometry for the CGP, and incomes and revenues after 24 months for the MCP (effects on young child nutrition were not measured for the MCP). A sizeable multiplier effect is observed given that households spent 59 per cent more than the value of the transfer.",https://www.unicef-irc.org/publications/pdf/IWP_2016_21.pdf,Zambia,,,Zambia,,,1,0,1,1,0,,,,40000,https://raw.githubusercontent.com/3milychu/jfi/master/studentloans/assets/4.jpg
"E. L. Forget, A. Peden, S. Strobel. Cash Transfers, Basic Income and Community Building. Social Inclusion, 1(2), 84–91. September 2013. ","Various theories suggest that cash transfers not only affect individual decision-making but also impacts how households interact within a community, hence it is important to understand the social impact of basic income when addressing questions of how best to design cash transfer schemes. ",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.893.4835&rep=rep1&type=pdf,,GT,,,,Spillover effects of UBI,0,0,1,0,0,Y,,,40000,
"A. Goodman-Bacon, L. McGranahan. How Do EITC Recipients Spend Their Refunds? Economic Perspectives, Federal Reserve Bank of Chicago, 32(Q2). 2008.","Recipients of the Earned Income Tax Credit (EITC), a U.S. tax credit scheme that distributes a large transfer to low-income households once a  year, concentrated most of their household spending in vehicle purchases and transportation spending in response to their EITC payments.",https://www.chicagofed.org/publications/economic-perspectives/2008/2qtr2008-part2-goodman-etal,,SB,"Earned Income Tax Credit (EITC): a tax credit that serves to offset the payroll taxes and supplement the wages of low-income workers, with payments concentrated in February and March when tax refunds are received.",U.S.,,"Economic effects, measurement and tracking of consumption by category",1,0,0,0,0,,,,40000,
"H. Bewley, A. Bryson, J. Forth.  Small and Medium-sized Enterprises: Findings from the 2004 Workplace Employment Relations Survey. National Institute for Economic and Social Research and Policy Studies Institute. 2014. ","In Great Britain, employees at small firms are more likely to believe that they have job autonomy, influence, security a greater degree of influence over the final decisions made by managers, as well as a higher level of general well-being than employees working for larger firms.",http://www.psi.org.uk/site/publication_detail/1351/,,-,,U.K.,Variables and measures of employee well-being and workplace relations,Effects on workplace relations and employee-well being in SMEs,0,1,0,0,0,,,Y,40000,
John W. Budd. Worker Well-being and the Importance of Work: Bridging the Gap. European Journal of Industrial Relations. 2015.,"Worker well-being is optimized when an individual’s work matches their skill set, allows freedom of self-determination, and offers opportunities for challenge and initiative.",http://journals.sagepub.com/doi/abs/10.1177/0959680114535312,,-,,Germany,German Socioeconomic Panel (GSOEP),Psychological Effects,0,1,0,0,0,,,Y,40000,
"A. Clark, A. Oswald. Satisfaction and comparison income. Journal of Public Economics. September 1996. ","In Great Britain, workers' reported satisfaction levels are inversely related to their comparison wage rates, and strongly declining in the level of education. ",https://www.sciencedirect.com/science/article/pii/0047272795015647,,-,,U.S.,,Psychological Effects,0,1,0,0,0,,,,40000,
"G. W. Imbens, D. B. Rubin, B. I. Sacerdote. Estimating the effect of unearned income on labor earnings, savings, and consumption: Evidence from a survey of lottery players. American Economic Review, 91(4), 778–794. 2001. ","Unearned income reduces labor earnings, with a marginal propensity to consume leisure of approximately 11 percent, and with larger effects for individuals between 55 and 65 years old. The savings rate for unearned income is about 16 percent for those who received half their income and increases with the proportion of the income received.",http://public.econ.duke.edu/~hf14/teaching/povertydisc/readings/imbens-rubin-sacerdote2001.pdf,,SB,Lottery prizes won by people playing the lottery in Massachusetts in the 1980s,U.S. (Massachusetts),,Economic Effects,1,0,0,0,0,,,,40000,
"Andrew K. MacLeod, Clare Conway. Well-being and the Anticipation of Future Positive Experiences: The Role of Income, Social Networks, and Planning Ability. Cognition and Emotion. 2012.","Subjective well-being increases with the number of anticipated positive experiences, which in turn increases with the size of one's social network, the number of steps in plans to achieve goals, and the size of household income.",https://eric.ed.gov/?id=EJ219276,,-,,U.K.,"Temporal Satisfaction with Life Scale, Exchange Approach Scale, Positive and Negative Affect Scale",Psychological Effects. Expectations of future positive effects.,0,1,0,0,0,,,,40000,
"R. Maynard, R .Murnane. The Effects of a Negative Income Tax on School Performance: Results of an Experiment. The Journal of Human Resources, 14(4), 463-476. 1979. ","A negative income tax led to an increase in the average reading achievement of children in grades 4 through 6, but did not have any observable beneficial effects for older children.",https://www.jstor.org/stable/pdf/145317.pdf?seq=1#page_scan_tab_contents,,GT,Negative Income Tax,U.S.,,Educational Effects,0,0,0,0,1,,,,40000,
"P. Schulz. Universal Basic Income in a Feminist Perspective and Gender Analysis. Global Social Policy: An Interdisciplinary Journal of Public Policy and Social Development, vol. 17, no. 1, 2017, pp. 89–92. January 2017. ",A universal basic income can help to combat historical structural inequalities inherited by modern women by freeing women-led households from the vulnerability of poverty and subsequent marginalization. It can also help balance unequal power relationships with male relatives and partners.,http://journals.sagepub.com/doi/full/10.1177/1468018116686503,,SB,UBI,U.S.,,Gender Effects,0,0,1,0,0,,,,40000,
"B. Wanrooy, H. Bewley, A. Bryson, J. Forth, S. Freeth, L. Stokes, S. Wood. The 2011 Workplace Employment Relations Study. Economic and Social Research Council, Advisory, Conciliation and Arbitration Service, and National Institute of Economic and Social Research. ","This document reports the results of a large scale study conducted in 2011 by the UK government on employee relations, and covers the experiences of workplaces and their workforces in the 2008-09 economic recession, the structures and practices of employment relations and the experiences of workers",https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/336651/bis-14-1008-WERS-first-findings-report-fourth-edition-july-2014.pdf,,-,,U.K.,"Variables, measures, survey and interview guides for measuring employee well-being",Effects on work experience,0,1,0,0,0,,,Y,40000,
"Asfaw, S., Davis, B., Dewbre, J., Handa, S., & Winters, P. (2014). Cash transfer programme, productive activities and labour supply: evidence from a randomised experiment in Kenya. The journal of development studies, 50(8), 1172-1196.","Kenya's Cash Transfer for Orphans and Vulnerable Children Programme increased food consumption coming from home production, accumulation of productive assets, and formation of non-farm enterprise, especially amongst females. It provided more flexibility to families in terms of labor allocation decisions, and reduced child labor, especially for boys. However, it had little impact on crop production.",http://www.tandfonline.com/doi/abs/10.1080/00220388.2014.919383,,GT,A flat monthly transfer of Ksh1500 to ultra-poor families with orphans and vulnerable children aged 17 years and younger.,Kenya,,"Health, Employment Effects",0,0,0,1,0,,,Y,40000,
Ugo Colombino. Is Unconditional Basic Income a Viable Alternative to Other Social Welfare Measures? IZA World of Labor. 2015.,"An unconditional basic income can redistribute the gains from automation and globalization, build a buffer against shocks and systemic risks, and generate positive labor supply incentives amongst the poor. While it is simple, transparent, and has low administration costs, financing it likely requires higher taxes, hence tax systems need to be carefully designed to avoid canceling the potential benefits of unconditional basic income through efficiency losses.",https://wol.iza.org/articles/is-unconditional-basic-income-viable-alternative-to-other-social-welfare-measures/long,,SB,UBI,,,Political and Economic Feasibility,1,0,0,0,0,,,,40000,
"A. Randall, E. Simeonova, W. Copeland, A. Angold, E. J. Costello. Young Adult Obesity and Household Income: Effects of Unconditional Cash Transfers. American Economic Journal: Applied Economics. April 2013. ","Household cash transfers lead to a larger increase in weight for children from the initially poorest households relative to those from richer households, and this is not due to initial health conditions.",https://www.jstor.org/stable/43189428,,SB,Cash transfers,U.S (North Carolina),,Health Effects,0,0,0,1,0,,,,40000,
"M. Nikiforos, M. Steinbaum, G. Zezza. Modeling the Macroeconomic Effects of a Universal Basic Income. Roosevelt Institute. August 2017.","Based on the Levy Institute macroeconomic model, enacting a UBI and paying for it by increasing the federal debt would grow the economy. When paying for the policy by increasing taxes, the distributional effects of UBI causes the economy to grow.",http://rooseveltinstitute.org/wp-content/uploads/2017/08/Modeling-the-Macroeconomic-Effects-of-a-Universal-Basic-Income.pdf,,,"Three versions of UBI:  $1,000 a month to all adults, $500 a month to all adults, and a $250 a month child allowance",,,Macroeconomic effects of a UBI based on the Levy Institute macroeconomic model,1,0,0,0,0,,,,40000,
"J. Cunha. Testing Paternalism: Cash versus In-Kind Transfers. American Economic Journal: Applied Economics 2014, 6(2): 195–230. 2014","In-kind food transfers implemented to promote better nutrition did not lead to meaningful differential improvements in overall consumption and health outcomes as compared to the provision of cash transfers, as the cash was largely spent on nutritious food as well. ",https://pubs.aeaweb.org/doi/pdfplus/10.1257/app.6.2.195,,,In kind transfer of 10 food items providing a balanced diet worth 205 pesos vs a cash transfer of 150 pesos,Mexico,,Comparing paternalistic in-kind transfers with cash transfers,0,0,0,1,0,,,,40000,
"Amanda Y. Agan, Michael D. Makowsky. The Minimum Wage, EITC, and Criminal Recidivism. SSRN. February 2018.","Using administrative prison release records released between 2000 and 2014, Agan and Makowsky use a difference-indifferences strategy to identify the effect of  state and federal minimum wage increases, and EITC on recidivism. In their analysis on EITC, the availability of state top-ups to the federal EITC is associated with a 1.6 percentage point lower rate of recidivism amongst women, while having no significant effect on men.",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3097203,,,,,,,0,0,1,0,0,,,,40000,
"Bazzi, Samuel A et al. It’s All in the Timing: Cash Transfers and Consumption Smoothing in a Developing Country. Journal of Economic Behavior & Organization, 119, N1172-119. November 2015.","Timely receipt of cash transfers do not yield expenditure changes relative to non-recipients, while delayed receipt reduces expenditures by 7.5%, giving evidence that the impact of cash transfers depends on the timing of transfers.",https://www.sciencedirect.com/science/article/pii/S0167268115002267,,,,Indonesia,,How timing of cash transfers affect consumption,1,0,0,0,0,,,,40000,
"Hoyt Bleakley, Joseph P. Ferrie. Up from Poverty? The 1832 Cherokee Land Lottery and the Long-run Distribution of Wealth. NBER. August 2013.","In the 1832 Cherokee Land Lottery where winners were randomly selected, the authors found that winners are on average richer in the long-run but this is due to a shifting of mass from the middle to the upper tail of the wealth distribution, while the lower tail remains unaffected, hence exacerbating inequality.",http://www.nber.org/papers/w19175.pdf,,,Land transfers (can be cashed out immediately),"Georgia, USA",,Long-term outcome of an increase in wealth (hence a proxy to the long-run impact of a UBI),1,0,0,0,0,,,,40000,
"Jessica Wiederspan, Elizabeth Rhodes & H. Luke Shaefer. Expanding
the Discourse on Antipoverty Policy: Reconsidering a Negative Income Tax. Journal of Poverty. 2015. ","Wiederspan et al argue that a negative income tax can help fill the gaps in current federal means-tested assistance programs which tend not to be sufficiently large and far-reaching. While past NIT experiments have led to a reduction in labor supply, the effects were not as large as often speculated, and time saved from work was spent on childcare and looking for work. Moreover, those experiments do not measure long-term, general equilibrium effects. They then show that an NIT can be funded using expenditure from existing programs which it potentially replaces, and if the marginal tax rate was chosen carefully. Finally, they assert that a NIT can be made more politically appeasing by appealing to the fact that it coheres with people’s values rather than focusing on the technical policy details, as well as by highlighting the economic and social costs of poverty to society.",https://www.tandfonline.com/doi/abs/10.1080/10875549.2014.991889,,,,,,Presenting the case for implementing a negative income tax - some arguments are applicable to a UBI,1,0,0,0,0,,,,40000,
Jacob Bastian and Katherine Michelmore. The Long-Term Impact of the Earned Income Tax Credit on Children’s Education and Employment Outcomes. Journal of Labor Economics. July 2018.,"Bastian and Michelmore examine the long-run impact of an EITC on children who were exposed to EITC variations by using EITC exposure as an instrument for family income. They used data from the 1968 to 2013 waves of the Panel Study of Income Dynamics which captures four decades of variation in EITC. They find that an exogenous shock in income induced by a change in EITC policy increase educational attainment and employment in adulthood, and this is done through increasing pre-tax income. Their reduced-form estimate suggest that an increase of $1000 in EITC exposure increases high school graduation and college graduation by 1.3% and 4.2% respectively for children exposed to the increase when they were between the ages of 13 to 18. It also raises the probability of them being employed by 1.0%. However, EITC exposure had no significant effects on children below the age of 13 conditional upon later exposure.",https://www.journals.uchicago.edu/doi/10.1086/697477,U.S.A.,,,,,,0,0,0,0,1,,,Y,40000,
